id,title,category_name,category_id,weight,country,price,pattern
49245,Flocking Polyester Plaid Twill(植绒 涤纶 格子 斜纹),Twill(斜纹),186,195,China(中国),9.14,Plaid(格子)
49244,Flocking Polyester-blend Glen Check Stretch Twill(植绒 涤纶-混纺 格伦格 弹力 斜纹),Twill(斜纹),186,180,China(中国),9.14,Glen Check(格伦格)
49243,Flocking Polyester-blend Glen Check Twill(植绒 涤纶-混纺 格伦格 斜纹),Twill(斜纹),186,180,China(中国),9.14,Glen Check(格伦格)
49242,Flocking Polyester-blend Glen Check Stretch Twill(植绒 涤纶-混纺 格伦格 弹力 斜纹),Twill(斜纹),186,195,China(中国),9.14,Glen Check(格伦格)
49241,Flocking Polyester-blend Other Checks Twill(植绒 涤纶-混纺 其他格纹 斜纹),Twill(斜纹),186,219,China(中国),9.14,Other Checks(其他格纹)
49239,Embroidery Cotton Conversational Plain Weave(刺绣 棉 趣味图案 平纹),Plain Weave(平纹),167,175,China(中国),9.14,Conversational(趣味图案)
49238,Flocking Polyester-blend Plaid Stretch Twill(植绒 涤纶-混纺 格子 弹力 斜纹),Twill(斜纹),186,183,China(中国),9.14,Plaid(格子)
49237,Flocking Polyester Plaid Twill(植绒 涤纶 格子 斜纹),Twill(斜纹),186,166,China(中国),8.61,Plaid(格子)
49236,Dew Drop Polyester-blend Conversational Plain Weave(露珠纹 涤纶-混纺 趣味图案 平纹),Plain Weave(平纹),167,108,China(中国),9.14,Conversational(趣味图案)
49152,Flocking Cotton-blend Conversational Plain Weave(植绒 棉-混纺 趣味图案 平纹),Plain Weave(平纹),167,75,China(中国),9.14,Conversational(趣味图案)
48533,Cotton Double Knit(棉 双面针织),Double Knit(双面针织),209,195,China(中国),14.36,Solid(纯色)
48532,Cotton-blend Stretch Double Knit(棉-混纺 弹力 双面针织),Double Knit(双面针织),209,230,China(中国),14.36,Solid(纯色)
48531,Cotton-blend Stretch Pique(棉-混纺 弹力 珠地布),Pique(珠地布),205,300,China(中国),15.66,Solid(纯色)
48530,Cotton-blend Scuba(棉-混纺 空气层),Scuba(空气层),214,265,China(中国),14.36,Solid(纯色)
48529,Brushed (back) Cotton-blend Fleece,Fleece(抓绒),202,415,China(中国),18.27,Solid(纯色)
48528,Brushed (doubled-sided) Viscose Rayon-blend Stretch Double Knit,Double Knit(双面针织),209,290,China(中国),16.97,Solid(纯色)
48527,Brushed (doubled-sided) Acrylic-blend Stretch Double Knit,Double Knit(双面针织),209,300,China(中国),16.97,Solid(纯色)
48526,Brushed (doubled-sided) Cashmere-blend Stretch Single Jersey,Single Jersey(单面针织),199,225,China(中国),16.97,Solid(纯色)
48525,Brushed (doubled-sided) Cashmere-blend Stretch Double Knit,Double Knit(双面针织),209,305,China(中国),18.27,Solid(纯色)
48524,Brushed (doubled-sided) Cashmere-blend Stretch Double Knit,Double Knit(双面针织),209,285,China(中国),18.27,Solid(纯色)
48523,Brushed (doubled-sided) Lyocell-blend Stretch Double Knit,Double Knit(双面针织),209,295,China(中国),18.27,Solid(纯色)
48522,Cotton-blend Geometric Stretch Jacquard Knit(棉-混纺 几何 弹力 提花针织),Jacquard Knit(提花针织),208,200,China(中国),13.05,Geometric(几何)
48521,Lyocell-blend Stretch Rib(莱赛尔-混纺 弹力 罗纹),Rib(罗纹),200,165,China(中国),14.36,Solid(纯色)
48520,Silk-blend Stretch Pique(丝-混纺 弹力 珠地布),Pique(珠地布),205,180,China(中国),13.05,Solid(纯色)
48519,Cotton-blend Stretch Single Jersey(棉-混纺 弹力 单面针织),Single Jersey(单面针织),199,165,China(中国),13.05,Solid(纯色)
48518,Pima Cotton-blend Stretch Single Jersey(匹马棉 棉-混纺 弹力 单面针织),Single Jersey(单面针织),199,150,China(中国),18.27,Solid(纯色)
48517,Pima Cotton-blend Stretch Ponte(匹马棉 棉-混纺 弹力 罗马布),Ponte(罗马布),210,220,China(中国),18.27,Solid(纯色)
48516,Pima Cotton Ponte(匹马棉 棉 罗马布),Ponte(罗马布),210,220,China(中国),19.58,Solid(纯色)
48515,Pima Cotton Double Knit(匹马棉 棉 双面针织),Double Knit(双面针织),209,170,China(中国),18.27,Solid(纯色)
48514,Lyocell-blend Rib(莱赛尔-混纺 罗纹),Rib(罗纹),200,125,China(中国),14.36,Solid(纯色)
48513,Silk-blend Rib(丝-混纺 罗纹),Rib(罗纹),200,135,China(中国),14.36,Solid(纯色)
48512,Silk-blend Ponte(丝-混纺 罗马布),Ponte(罗马布),210,170,China(中国),14.36,Solid(纯色)
48511,Silk-blend Pique(丝-混纺 珠地布),Pique(珠地布),205,185,China(中国),14.36,Solid(纯色)
48510,Linen-blend Gingham Check Slub Plain Weave(亚麻-混纺 维希格 竹节 平纹),Plain Weave(平纹),167,195,China(中国),7.83,Gingham Check(维希格)
48509,Linen-blend Stripes Chambray(亚麻-混纺 条纹 青年布),Chambray(青年布),258,174,China(中国),7.83,Stripes(条纹)
48508,Linen-blend Conversational Jacquard(亚麻-混纺 趣味图案 提花),Jacquard(提花),184,165,China(中国),7.83,Conversational(趣味图案)
48507,Linen-blend Conversational Jacquard(亚麻-混纺 趣味图案 提花),Jacquard(提花),184,169,China(中国),7.83,Conversational(趣味图案)
48506,Linen-blend Geometric Jacquard(亚麻-混纺 几何 提花),Jacquard(提花),184,163,China(中国),7.83,Geometric(几何)
48505,Linen-blend Other Checks Twill(亚麻-混纺 其他格纹 斜纹),Twill(斜纹),186,176,China(中国),7.83,Other Checks(其他格纹)
48504,Linen-blend Dots Jacquard(亚麻-混纺 圆点 提花),Jacquard(提花),184,165,China(中国),7.83,Dots(圆点)
48503,Linen-blend Stripes Chambray(亚麻-混纺 条纹 青年布),Chambray(青年布),258,162,China(中国),7.83,Stripes(条纹)
47433,PU Coated (front) Polyester Vegan Leather,Vegan Leather(人造皮革),223,410,China(中国),13.05,Solid(纯色)
47432,Nylon-blend Floral Lace(尼龙-混纺 花卉 蕾丝),Lace(蕾丝),216,95,China(中国),6.53,Floral(花卉)
47431,Nylon-blend Floral Lace(尼龙-混纺 花卉 蕾丝),Lace(蕾丝),216,98,China(中国),7.83,Floral(花卉)
47430,Nylon-blend Floral Metallic Yarn Lace(尼龙-混纺 花卉 金属丝 蕾丝),Lace(蕾丝),216,113,China(中国),9.14,Floral(花卉)
47429,Nylon-blend Floral Metallic Yarn Lace(尼龙-混纺 花卉 金属丝 蕾丝),Lace(蕾丝),216,120,China(中国),9.14,Floral(花卉)
47428,Nylon-blend Ethnical Metallic Yarn Lace(尼龙-混纺 民族风 金属丝 蕾丝),Lace(蕾丝),216,88,China(中国),7.83,Ethnical(民族风)
47427,Nylon-blend Floral Metallic Yarn Lace(尼龙-混纺 花卉 金属丝 蕾丝),Lace(蕾丝),216,117,China(中国),9.14,Floral(花卉)
47426,Nylon-blend Ethnical Metallic Yarn Lace(尼龙-混纺 民族风 金属丝 蕾丝),Lace(蕾丝),216,113,China(中国),9.14,Ethnical(民族风)
47425,Nylon-blend Floral Metallic Yarn Lace(尼龙-混纺 花卉 金属丝 蕾丝),Lace(蕾丝),216,91,China(中国),7.83,Floral(花卉)
47424,Sequin Nylon-blend Floral Metallic Yarn Lace(亮片 尼龙-混纺 花卉 金属丝 蕾丝),Lace(蕾丝),216,106,China(中国),9.14,Floral(花卉)
47422,Nylon-blend Diamond Metallic Yarn Lace(尼龙-混纺 菱形 金属丝 蕾丝),Lace(蕾丝),216,91,China(中国),7.83,Diamond(菱形)
46554,Polyester-blend Leaf Lace(涤纶-混纺 叶纹 蕾丝),Lace(蕾丝),216,129,China(中国),7.83,Leaf(叶纹)
46553,Cotton Pigment Dye Denim(棉 颜料染 染色 牛仔布),Denim(牛仔布),189,338,China(中国),6.0,Solid(纯色)
46552,Cotton Pigment Dye Denim(棉 颜料染 染色 牛仔布),Denim(牛仔布),189,285,China(中国),6.0,Solid(纯色)
46550,Polyester-blend Stripes Twill(涤纶-混纺 条纹 斜纹),Twill(斜纹),186,160,China(中国),6.0,Stripes(条纹)
46529,Cotton-blend Stretch Double Knit(棉-混纺 弹力 双面针织),Double Knit(双面针织),209,220,China(中国),10.44,Solid(纯色)
46528,Cotton-blend Stretch Double Knit(棉-混纺 弹力 双面针织),Double Knit(双面针织),209,280,China(中国),11.75,Solid(纯色)
46527,Cotton-blend Ponte(棉-混纺 罗马布),Ponte(罗马布),210,280,China(中国),11.75,Solid(纯色)
46526,Cotton-blend Ponte(棉-混纺 罗马布),Ponte(罗马布),210,320,China(中国),13.05,Solid(纯色)
46525,Brushed (back) Cotton Fleece,Fleece(抓绒),202,400,China(中国),14.36,Solid(纯色)
46524,Brushed (back) Cotton Fleece,Fleece(抓绒),202,360,China(中国),13.05,Solid(纯色)
46522,Cotton-blend Stretch Ponte(棉-混纺 弹力 罗马布),Ponte(罗马布),210,270,China(中国),10.44,Solid(纯色)
46521,Cotton-blend Double Knit(棉-混纺 双面针织),Double Knit(双面针织),209,250,China(中国),10.44,Solid(纯色)
46520,Cotton-blend Double Knit(棉-混纺 双面针织),Double Knit(双面针织),209,220,China(中国),10.44,Solid(纯色)
46519,Cotton-blend Double Knit(棉-混纺 双面针织),Double Knit(双面针织),209,320,China(中国),13.05,Solid(纯色)
46518,Brushed (back) Polyester-blend Fleece,Fleece(抓绒),202,280,China(中国),10.44,Solid(纯色)
46517,Brushed (back) Polyester-blend Fleece,Fleece(抓绒),202,280,China(中国),10.44,Solid(纯色)
46516,Cotton French Terry(棉 毛圈布),French Terry(毛圈布),201,350,China(中国),13.05,Solid(纯色)
46515,Cotton-blend French Terry(棉-混纺 毛圈布),French Terry(毛圈布),201,330,China(中国),11.75,Solid(纯色)
46514,Brushed (back) Polyester-blend Fleece,Fleece(抓绒),202,380,China(中国),13.05,Solid(纯色)
46513,Brushed (back) Polyester-blend Fleece,Fleece(抓绒),202,320,China(中国),11.75,Solid(纯色)
46512,Cotton-blend Stretch Ponte(棉-混纺 弹力 罗马布),Ponte(罗马布),210,360,China(中国),13.05,Solid(纯色)
46511,Polyester-blend Stretch Ponte(涤纶-混纺 弹力 罗马布),Ponte(罗马布),210,300,China(中国),11.75,Solid(纯色)
46510,Polyester-blend Stretch Ponte(涤纶-混纺 弹力 罗马布),Ponte(罗马布),210,250,China(中国),10.44,Solid(纯色)
46509,Brushed (back) Cotton-blend Stretch Single Jersey,Single Jersey(单面针织),199,230,China(中国),10.44,Solid(纯色)
46508,Brushed (back) Cotton-blend Stretch Single Jersey,Single Jersey(单面针织),199,260,China(中国),10.44,Solid(纯色)
46507,Brushed (back) Cotton-blend Fleece,Fleece(抓绒),202,330,China(中国),11.75,Solid(纯色)
46506,Brushed (back) Cotton-blend Fleece,Fleece(抓绒),202,300,China(中国),11.75,Solid(纯色)
46505,Cotton Single Jersey(棉 单面针织),Single Jersey(单面针织),199,140,China(中国),9.14,Solid(纯色)
46504,Cotton Single Jersey(棉 单面针织),Single Jersey(单面针织),199,160,China(中国),9.14,Solid(纯色)
46503,Cotton Single Jersey(棉 单面针织),Single Jersey(单面针织),199,180,China(中国),9.14,Solid(纯色)
46502,Cotton-blend Single Jersey(棉-混纺 单面针织),Single Jersey(单面针织),199,130,China(中国),9.14,Solid(纯色)
46501,Cotton-blend Single Jersey(棉-混纺 单面针织),Single Jersey(单面针织),199,150,China(中国),9.14,Solid(纯色)
46500,Cotton-blend Stretch Rib(棉-混纺 弹力 罗纹),Rib(罗纹),200,260,China(中国),10.44,Solid(纯色)
46499,Cotton-blend Stretch Rib(棉-混纺 弹力 罗纹),Rib(罗纹),200,210,China(中国),10.44,Solid(纯色)
46498,Cotton-blend Stretch Rib(棉-混纺 弹力 罗纹),Rib(罗纹),200,180,China(中国),9.14,Solid(纯色)
46497,Polyester-blend Pique(涤纶-混纺 珠地布),Pique(珠地布),205,350,China(中国),11.75,Solid(纯色)
46496,Polyester-blend Pique(涤纶-混纺 珠地布),Pique(珠地布),205,280,China(中国),10.44,Solid(纯色)
46495,Polyester-blend Pique(涤纶-混纺 珠地布),Pique(珠地布),205,250,China(中国),10.44,Solid(纯色)
46494,Cotton-blend Stripes Stretch Double Knit(棉-混纺 条纹 弹力 双面针织),Double Knit(双面针织),209,300,China(中国),11.75,Stripes(条纹)
46493,Cotton-blend Stripes Stretch Double Knit(棉-混纺 条纹 弹力 双面针织),Double Knit(双面针织),209,250,China(中国),10.44,Stripes(条纹)
46492,Cotton-blend Stripes Double Knit(棉-混纺 条纹 双面针织),Double Knit(双面针织),209,180,China(中国),9.14,Stripes(条纹)
46491,Cotton-blend Stripes Stretch Double Knit(棉-混纺 条纹 弹力 双面针织),Double Knit(双面针织),209,230,China(中国),10.44,Stripes(条纹)
46490,Cotton-blend Stripes Double Knit(棉-混纺 条纹 双面针织),Double Knit(双面针织),209,180,China(中国),9.14,Stripes(条纹)
46482,Viscose Rayon-blend Ethnical Lace(粘胶人造丝-混纺 民族风 蕾丝),Lace(蕾丝),216,250,China(中国),8.35,Ethnical(民族风)
46481,Nylon-blend Floral Lace(尼龙-混纺 花卉 蕾丝),Lace(蕾丝),216,80,China(中国),5.25,Floral(花卉)
46480,Cotton-blend Conversational Lace(棉-混纺 趣味图案 蕾丝),Lace(蕾丝),216,145,China(中国),6.79,Conversational(趣味图案)
46479,Nylon-blend Floral Metallic Yarn Lace(尼龙-混纺 花卉 金属丝 蕾丝),Lace(蕾丝),216,120,China(中国),5.74,Floral(花卉)
46478,Nylon-blend Floral Metallic Yarn Lace(尼龙-混纺 花卉 金属丝 蕾丝),Lace(蕾丝),216,88,China(中国),6.53,Floral(花卉)
46477,Nylon-blend Floral Lace(尼龙-混纺 花卉 蕾丝),Lace(蕾丝),216,168,China(中国),7.83,Floral(花卉)
46476,Nylon-blend Floral Metallic Yarn Lace(尼龙-混纺 花卉 金属丝 蕾丝),Lace(蕾丝),216,88,China(中国),6.0,Floral(花卉)
46475,Nylon Animal Pattern Lace(尼龙 动物纹 蕾丝),Lace(蕾丝),216,28,China(中国),6.79,Animal Pattern(动物纹)
46474,Nylon Miscellaneous Lace(尼龙 杂项 蕾丝),Lace(蕾丝),216,92,China(中国),5.74,Miscellaneous(杂项)
46473,Nylon-blend Floral Lace(尼龙-混纺 花卉 蕾丝),Lace(蕾丝),216,115,China(中国),6.79,Floral(花卉)
46472,Nylon Ethnical Lace(尼龙 民族风 蕾丝),Lace(蕾丝),216,84,China(中国),5.74,Ethnical(民族风)
46471,Cotton-blend Miscellaneous Lace(棉-混纺 杂项 蕾丝),Lace(蕾丝),216,250,China(中国),7.31,Miscellaneous(杂项)
46470,Nylon-blend Leaf Metallic Yarn Lace(尼龙-混纺 叶纹 金属丝 蕾丝),Lace(蕾丝),216,95,China(中国),5.74,Leaf(叶纹)
46469,Nylon-blend Floral Metallic Yarn Lace(尼龙-混纺 花卉 金属丝 蕾丝),Lace(蕾丝),216,76,China(中国),5.25,Floral(花卉)
46468,Nylon-blend Floral Metallic Yarn Lace(尼龙-混纺 花卉 金属丝 蕾丝),Lace(蕾丝),216,95,China(中国),5.74,Floral(花卉)
46467,Nylon-blend Ethnical Lace(尼龙-混纺 民族风 蕾丝),Lace(蕾丝),216,192,China(中国),8.61,Ethnical(民族风)
46466,Nylon-blend Diamond Metallic Yarn Lace(尼龙-混纺 菱形 金属丝 蕾丝),Lace(蕾丝),216,110,China(中国),5.74,Diamond(菱形)
46465,Cotton-blend Floral Lace(棉-混纺 花卉 蕾丝),Lace(蕾丝),216,190,China(中国),6.53,Floral(花卉)
46464,Glitter Nylon-blend Floral Lace(闪光 尼龙-混纺 花卉 蕾丝),Lace(蕾丝),216,170,China(中国),7.05,Floral(花卉)
46463,Nylon-blend Ethnical Lace(尼龙-混纺 民族风 蕾丝),Lace(蕾丝),216,148,China(中国),6.53,Ethnical(民族风)
46462,Nylon-blend Leaf Lace(尼龙-混纺 叶纹 蕾丝),Lace(蕾丝),216,144,China(中国),5.25,Leaf(叶纹)
46461,Viscose Rayon-blend Ethnical Lace(粘胶人造丝-混纺 民族风 蕾丝),Lace(蕾丝),216,140,China(中国),6.0,Ethnical(民族风)
46460,Nylon-blend Diamond Lace(尼龙-混纺 菱形 蕾丝),Lace(蕾丝),216,152,China(中国),7.57,Diamond(菱形)
46459,Nylon Leaf Lace(尼龙 叶纹 蕾丝),Lace(蕾丝),216,120,China(中国),6.0,Leaf(叶纹)
46458,Cotton-blend Diamond Lace(棉-混纺 菱形 蕾丝),Lace(蕾丝),216,160,China(中国),6.79,Diamond(菱形)
46457,Cotton-blend Floral Lace(棉-混纺 花卉 蕾丝),Lace(蕾丝),216,176,China(中国),8.35,Floral(花卉)
46456,Nylon-blend Ethnical Lace(尼龙-混纺 民族风 蕾丝),Lace(蕾丝),216,100,China(中国),5.25,Ethnical(民族风)
46455,Nylon Ethnical Lace(尼龙 民族风 蕾丝),Lace(蕾丝),216,60,China(中国),5.74,Ethnical(民族风)
46454,Sequin Polyester Floral Lace(亮片 涤纶 花卉 蕾丝),Lace(蕾丝),216,68,China(中国),5.74,Floral(花卉)
46453,Foil Nylon Floral Lace(烫金 尼龙 花卉 蕾丝),Lace(蕾丝),216,84,China(中国),5.74,Floral(花卉)
46366,Cotton Abstract Denim(棉 抽象 牛仔布),Denim(牛仔布),189,330,China(中国),7.31,Abstract(抽象)
45703,Linen-blend Gingham Check Plain Weave(亚麻-混纺 维希格 平纹),Plain Weave(平纹),167,180,China(中国),7.05,Gingham Check(维希格)
45702,Linen-blend Gingham Check Plain Weave(亚麻-混纺 维希格 平纹),Plain Weave(平纹),167,157,China(中国),6.53,Gingham Check(维希格)
45701,Linen-blend Plaid Plain Weave(亚麻-混纺 格子 平纹),Plain Weave(平纹),167,157,China(中国),6.53,Plaid(格子)
45700,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,155,China(中国),6.53,Stripes(条纹)
45699,Linen-blend Stripes Dobby(亚麻-混纺 条纹 多臂织),Dobby(多臂织),171,155,China(中国),6.53,Stripes(条纹)
45698,Linen-blend Stripes Dobby(亚麻-混纺 条纹 多臂织),Dobby(多臂织),171,155,China(中国),6.53,Stripes(条纹)
45697,Linen-blend Stripes Dobby(亚麻-混纺 条纹 多臂织),Dobby(多臂织),171,155,China(中国),6.53,Stripes(条纹)
45696,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,154,China(中国),6.53,Stripes(条纹)
45695,Linen-blend Yarn Dye Oxford(亚麻-混纺 色织 牛津布),Oxford(牛津布),172,159,China(中国),6.53,Solid(纯色)
45694,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,158,China(中国),6.53,Stripes(条纹)
45693,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,157,China(中国),6.53,Stripes(条纹)
45692,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,162,China(中国),6.53,Stripes(条纹)
45691,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,155,China(中国),6.53,Stripes(条纹)
45690,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,160,China(中国),6.53,Stripes(条纹)
45689,Linen-blend Gingham Check Plain Weave(亚麻-混纺 维希格 平纹),Plain Weave(平纹),167,156,China(中国),6.53,Gingham Check(维希格)
45688,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,161,China(中国),6.53,Stripes(条纹)
45687,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,156,China(中国),6.53,Stripes(条纹)
45686,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,157,China(中国),6.53,Stripes(条纹)
45685,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,165,China(中国),6.53,Stripes(条纹)
45684,Linen-blend Gingham Check Plain Weave(亚麻-混纺 维希格 平纹),Plain Weave(平纹),167,163,China(中国),6.53,Gingham Check(维希格)
45683,Linen-blend Gingham Check Plain Weave(亚麻-混纺 维希格 平纹),Plain Weave(平纹),167,205,China(中国),6.53,Gingham Check(维希格)
45682,Linen-blend Gingham Check Plain Weave(亚麻-混纺 维希格 平纹),Plain Weave(平纹),167,192,China(中国),6.53,Gingham Check(维希格)
45681,Linen-blend Plaid Plain Weave(亚麻-混纺 格子 平纹),Plain Weave(平纹),167,158,China(中国),6.53,Plaid(格子)
45680,Linen-blend Plaid Plain Weave(亚麻-混纺 格子 平纹),Plain Weave(平纹),167,159,China(中国),6.53,Plaid(格子)
45679,Linen-blend Plaid Plain Weave(亚麻-混纺 格子 平纹),Plain Weave(平纹),167,159,China(中国),6.53,Plaid(格子)
45678,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,153,China(中国),6.53,Stripes(条纹)
45677,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,159,China(中国),6.53,Stripes(条纹)
45676,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,193,China(中国),6.53,Stripes(条纹)
45675,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,183,China(中国),6.53,Stripes(条纹)
45674,Linen-blend Stripes Dobby(亚麻-混纺 条纹 多臂织),Dobby(多臂织),171,200,China(中国),6.53,Stripes(条纹)
45673,Linen-blend Gingham Check Plain Weave(亚麻-混纺 维希格 平纹),Plain Weave(平纹),167,155,China(中国),6.53,Gingham Check(维希格)
45672,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,158,China(中国),6.53,Stripes(条纹)
45671,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,155,China(中国),6.53,Stripes(条纹)
45670,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,160,China(中国),6.53,Stripes(条纹)
45669,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,148,China(中国),6.0,Stripes(条纹)
45668,Linen-blend Stripes Plain Weave(亚麻-混纺 条纹 平纹),Plain Weave(平纹),167,150,China(中国),6.0,Stripes(条纹)
45667,Linen-blend Yarn Dye Boucle Tweed(亚麻-混纺 色织 圈圈呢 粗花呢),Tweed(粗花呢),194,270,China(中国),7.83,Solid(纯色)
45666,Viscose Rayon-blend Stretch Rib(粘胶人造丝-混纺 弹力 罗纹),Rib(罗纹),200,230,China(中国),9.14,Solid(纯色)
45665,Nylon-blend Stretch Double Knit(尼龙-混纺 弹力 双面针织),Double Knit(双面针织),209,220,China(中国),9.14,Solid(纯色)
43549,Viscose Rayon-blend Camouflage Jacquard(粘胶人造丝-混纺 迷彩 提花),Jacquard(提花),184,170,China(中国),5.25,Camouflage(迷彩)
43548,Viscose Rayon-blend Stripes Jacquard(粘胶人造丝-混纺 条纹 提花),Jacquard(提花),184,170,China(中国),5.25,Stripes(条纹)
43547,Viscose Rayon-blend Stripes Jacquard(粘胶人造丝-混纺 条纹 提花),Jacquard(提花),184,170,China(中国),5.25,Stripes(条纹)
